Name;ISIN;Symbol;Market;Currency;Open Price;High Price;low Price;last Price;last Trade MIC Time;Time Zone;Volume;Turnover;Closing Price;Closing Price DateTime
CROSSWOOD;FR0000050395;CROS;Euronext Paris;EUR;7.90;7.90;7.90;7.90;08/03/2024 16:30;CET;179;1414.10;7.90;08/03/2024
DANONE;FR0000120644;BN;Euronext Paris;EUR;59.01;59.01;58.40;58.75;08/03/2024 17:37;CET;1121445;65871190.27;58.75;08/03/2024
DASSAULT AVIATION;FR0014004L86;AM;Euronext Paris;EUR;183.80;184.10;179.10;180.80;08/03/2024 17:35;CET;60453;10960075.60;180.80;08/03/2024
DASSAULT SYSTEMES;FR0014003TT8;DSY;Euronext Paris;EUR;42.23;42.28;41.675;42.08;08/03/2024 17:35;CET;872269;36706088.17;42.08;08/03/2024
DBV TECHNOLOGIES;FR0010417345;DBV;Euronext Paris;EUR;1.44;1.44;1.305;1.418;08/03/2024 17:35;CET;394111;536.747.231;1.418;08/03/2024
DEEZER;FR001400AYG6;DEEZR;Euronext Paris;EUR;2.24;2.26;2.24;2.24;08/03/2024 14:52;CET;555;1.249.895;2.24;08/03/2024
DEEZER WARRANTS;FR0014004JF6;DEEZW;Euronext Paris;EUR;0.0005;0.0005;0.0005;0.0005;12/12/2023 10:23;CET;50001;25.00;0.0005;08/03/2024
DEKUPLE;FR0000062978;DKUPL;Euronext Paris;EUR;28.30;28.40;28.30;28.40;08/03/2024 12:25;CET;242;6872.70;28.40;08/03/2024
DERICHEBOURG;FR0000053381;DBG;Euronext Paris;EUR;4.176;4.252;4.14;4.224;08/03/2024 17:35;CET;194008;816528.23;4.224;08/03/2024
DOCK.PETR.AMBES AM;FR0000065260;DPAM;Euronext Paris;EUR;490.00;490.00;490.00;490.00;08/03/2024 11:30;CET;1;490.00;490.00;08/03/2024
EDENRED;FR0010908533;EDEN;Euronext Paris;EUR;48.22;49.21;48.22;49.01;08/03/2024 17:35;CET;500376;24477782.33;49.01;08/03/2024
EIFFAGE;FR0000130452;FGR;Euronext Paris;EUR;103.95;104.00;102.50;103.15;08/03/2024 17:35;CET;198475;20499178.30;103.15;08/03/2024
EKINOPS;FR0011466069;EKI;Euronext Paris;EUR;3.605;3.63;3.57;3.59;08/03/2024 17:35;CET;14942;53.638.725;3.59;08/03/2024
ELEC.STRASBOURG;FR0000031023;ELEC;Euronext Paris;EUR;115.00;117.50;114.50;115.50;08/03/2024 15:56;CET;350;40635.00;115.50;08/03/2024
ELECT. MADAGASCAR;FR0000035719;EEM;Euronext Paris;EUR;3.60;3.60;3.58;3.58;08/03/2024 16:30;CET;1020;3671.80;3.58;08/03/2024
ELIOR GROUP;FR0011950732;ELIOR;Euronext Paris;EUR;2.422;2.428;2.388;2.402;08/03/2024 17:35;CET;278858;671.115.072;2.402;08/03/2024
ELIS;FR0012435121;ELIS;Euronext Paris;EUR;20.64;20.70;20.02;20.40;08/03/2024 17:35;CET;563300;11465271.10;20.40;08/03/2024
ENGIE;FR0010208488;ENGI;Euronext Paris, Brussels;EUR;15.29;15.32;15.184;15.248;08/03/2024 17:39;CET;3721990;56.774.450.708;15.248;08/03/2024
EQUASENS;FR0012882389;EQS;Euronext Paris;EUR;51.10;51.20;50.20;51.00;08/03/2024 17:35;CET;15434;785896.30;51.00;08/03/2024
ERAMET;FR0000131757;ERA;Euronext Paris;EUR;67.20;67.55;65.95;66.20;08/03/2024 17:35;CET;42333;2824418.30;66.20;08/03/2024
ESSILORLUXOTTICA;FR0000121667;EL;Euronext Paris;EUR;203.35;206.75;203.35;205.35;08/03/2024 17:35;CET;399075;81994533.10;205.35;08/03/2024
ESSO;FR0000120669;ES;Euronext Paris;EUR;81.60;84.10;81.35;83.10;08/03/2024 17:35;CET;11778;976763.65;83.10;08/03/2024
EURASIA FONC INV;FR0000061475;EFI;Euronext Paris;EUR;0.262;0.262;0.262;0.262;28/02/2024 11:30;CET;10;2.62;0.262;08/03/2024
EURAZEO;FR0000121121;RF;Euronext Paris;EUR;79.00;79.90;78.45;79.50;08/03/2024 17:35;CET;119435;9472070.60;79.50;08/03/2024
EUROAPI;FR0014008VX5;EAPI;Euronext Paris;EUR;3.56;3.594;3.31;3.40;08/03/2024 17:36;CET;1084381;3.717.653.123;3.40;08/03/2024
EUROFINS SCIE.NV24;FR001400M7C0;ERFNV;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;58.98;08/03/2024
EUROFINS SCIENT.;FR0014000MR3;ERF;Euronext Paris;EUR;55.54;56.38;55.32;55.94;08/03/2024 17:35;CET;210450;11772327.52;55.94;08/03/2024
EURONEXT;NL0006294274;ENX;Euronext Paris, Amsterdam, Brussels;EUR;84.85;85.10;84.55;84.70;08/03/2024 17:35;CET;146748;12435082.75;84.70;08/03/2024
EUTELSAT COMMUNIC.;FR0010221234;ETL;Euronext Paris;EUR;3.88;3.948;3.642;3.774;08/03/2024 17:37;CET;493880;1.848.590.544;3.774;08/03/2024
EVERGREEN;FR0000035784;EGR;Euronext Paris;EUR;2.40;2.40;2.31;2.31;08/03/2024 17:25;CET;5867;13852.86;2.31;08/03/2024
EXAIL TECHNOLOGIES;FR0000062671;EXA;Euronext Paris;EUR;23.35;23.75;23.20;23.65;08/03/2024 17:35;CET;25297;594535.40;23.65;08/03/2024
EXCLUSIVE NETWORKS;FR0014005DA7;EXN;Euronext Paris;EUR;18.46;18.52;18.14;18.18;08/03/2024 17:35;CET;26770;489160.12;18.18;08/03/2024
EXEL INDUSTRIES;FR0004527638;EXE;Euronext Paris;EUR;57.40;57.80;57.00;57.00;08/03/2024 17:35;CET;263;15071.20;57.00;08/03/2024
EXPLOSIFS PROD.CHI;FR0014003AQ4;EXPL;Euronext Paris;EUR;113.00;113.00;110.00;113.00;08/03/2024 17:35;CET;142;15977.00;113.00;08/03/2024
FAYENC.SARREGUEMI.;FR0000031973;FAYE;Euronext Paris;EUR;18.00;18.00;18.00;18.00;04/03/2024 16:30;CET;2;36.00;18.00;08/03/2024
FDJ;FR0013451333;FDJ;Euronext Paris;EUR;36.68;37.20;36.68;36.96;08/03/2024 17:35;CET;124066;4586133.64;36.96;08/03/2024
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;Euronext Paris;EUR;1590.00;1590.00;1590.00;1590.00;08/03/2024 16:30;CET;1;1590.00;1590.00;08/03/2024
FERMENTALG;FR0011271600;FALG;Euronext Paris;EUR;0.542;0.585;0.53;0.578;08/03/2024 17:35;CET;194722;108.250.494;0.578;08/03/2024
FIDUCIAL OFF.SOL.;FR0000061418;SACI;Euronext Paris;EUR;28.00;28.00;28.00;28.00;08/03/2024 11:30;CET;1;28.00;28.00;08/03/2024
FIDUCIAL REAL EST.;FR0000060535;ORIA;Euronext Paris;EUR;180.00;180.00;180.00;180.00;08/03/2024 11:30;CET;1;180.00;180.00;08/03/2024
FIGEAC AERO;FR0011665280;FGA;Euronext Paris;EUR;5.60;5.60;5.52;5.60;08/03/2024 17:28;CET;1066;5945.64;5.60;08/03/2024
FIN.ETANG BERRE;FR0000062341;BERR;Euronext Paris;EUR;11.20;11.20;11.20;11.20;18/09/2023 16:30;CET;10;112.00;10.10;08/03/2024
FIN.OUEST AFRICAIN;SN0000033192;FOAF;Euronext Paris;EUR;58.00;58.00;58.00;58.00;08/03/2023 11:49;CET;129;7482.00;58.00;08/03/2024
FINANCIERE MARJOS;FR0000060824;FINM;Euronext Paris;EUR;0.10;0.10;0.10;0.10;06/03/2024 16:30;CET;8;0.80;0.10;08/03/2024
FINATIS;FR0000035123;FNTS;Euronext Paris;EUR;1.39;1.39;1.39;1.39;05/03/2024 11:30;CET;486;675.54;1.39;08/03/2024
FIPP;FR0000038184;FIPP;Euronext Paris;EUR;0.13;0.13;0.111;0.114;05/03/2024 16:28;CET;151701;17290.03;0.114;08/03/2024
FNAC DARTY;FR0011476928;FNAC;Euronext Paris;EUR;28.26;28.30;27.66;27.66;08/03/2024 17:35;CET;28790;802948.56;27.66;08/03/2024
FONCIERE 7 INVEST;FR0000065930;LEBL;Euronext Paris;EUR;0.615;0.615;0.615;0.615;17/10/2023 11:30;CET;65;39.98;0.615;08/03/2024
FONCIERE EURIS;FR0000038499;EURS;Euronext Paris;EUR;0.159;0.159;0.159;0.159;27/02/2024 11:30;CET;700;111.30;0.159;08/03/2024
FONCIERE INEA;FR0010341032;INEA;Euronext Paris;EUR;35.20;35.20;34.50;34.50;08/03/2024 17:35;CET;523;18117.40;34.50;08/03/2024
FONCIERE LYONNAISE;FR0000033409;FLY;Euronext Paris;EUR;70.00;70.20;66.60;69.80;08/03/2024 17:35;CET;493;34173.00;69.80;08/03/2024
FONCIERE VOLTA;FR0000053944;SPEL;Euronext Paris;EUR;7.50;7.50;7.50;7.50;21/02/2024 11:30;CET;50;375.00;7.50;08/03/2024
FORESTIERE EQUAT.;CI0000053161;FORE;Euronext Paris;EUR;645.00;645.00;645.00;645.00;07/03/2024 16:30;CET;1;645.00;645.00;08/03/2024
FORSEE POWER;FR0014005SB3;FORSE;Euronext Paris;EUR;1.74;1.88;1.69;1.80;08/03/2024 17:35;CET;90230;161.011.436;1.80;08/03/2024
FORVIA;FR0000121147;FRVIA;Euronext Paris;EUR;13.93;14.205;13.76;13.915;08/03/2024 17:35;CET;788110;10.988.751.285;13.915;08/03/2024
FRANCAISE ENERGIE;FR0013030152;FDE;Euronext Paris;EUR;42.65;43.00;41.05;41.05;08/03/2024 17:35;CET;7052;294566.60;41.05;08/03/2024
FREY;FR0010588079;FREY;Euronext Paris;EUR;26.80;26.80;26.80;26.80;08/03/2024 16:30;CET;234;6271.20;26.80;08/03/2024
GALIMMO;FR0000030611;GALIM;Euronext Paris;EUR;15.10;15.10;15.10;15.10;08/03/2024 11:30;CET;1;15.10;15.10;08/03/2024
GAUMONT;FR0000034894;GAM;Euronext Paris;EUR;96.50;96.50;96.50;96.50;06/03/2024 17:28;CET;3;289.50;96.50;08/03/2024
GEA GRENOBL.ELECT.;FR0000053035;GEA;Euronext Paris;EUR;101.00;104.00;100.00;101.00;08/03/2024 16:20;CET;745;75278.00;101.00;08/03/2024
GECINA;FR0010040865;GFC;Euronext Paris;EUR;89.25;93.55;89.00;93.20;08/03/2024 17:35;CET;216925;20025940.40;93.20;08/03/2024
GENERAL ELECTRIC;US3696043013;GNE;Euronext Paris;EUR;153.00;160.00;152.50;155.00;08/03/2024 16:39;CET;1180;182561.00;155.00;08/03/2024
GENEURO;CH0308403085;GNRO;Euronext Paris;EUR;1.15;1.15;1.085;1.14;08/03/2024 17:17;CET;11941;13.294.145;1.14;08/03/2024
GENFIT;FR0004163111;GNFT;Euronext Paris;EUR;3.205;3.235;3.15;3.225;08/03/2024 17:35;CET;103778;331523.81;3.225;08/03/2024
GENSIGHT BIOLOGICS;FR0013183985;SIGHT;Euronext Paris;EUR;0.4415;0.49;0.4225;0.482;08/03/2024 17:35;CET;329779;1.539.763.995;0.482;08/03/2024
GETLINK SE;FR0010533075;GET;Euronext Paris;EUR;15.74;15.905;15.685;15.775;08/03/2024 17:37;CET;448001;7073048.64;15.775;08/03/2024
GL EVENTS;FR0000066672;GLO;Euronext Paris;EUR;21.65;21.65;21.35;21.40;08/03/2024 17:35;CET;17385;372449.00;21.40;08/03/2024
GPE GROUP PIZZORNO;FR0010214064;GPE;Euronext Paris;EUR;64.00;68.00;64.00;68.00;08/03/2024 17:35;CET;270;17875.60;68.00;08/03/2024
GRAINES VOLTZ;FR0000065971;GRVO;Euronext Paris;EUR;27.10;27.20;27.00;27.20;08/03/2024 17:28;CET;3478;93933.40;27.20;08/03/2024
GROUPE CRIT;FR0000036675;CEN;Euronext Paris;EUR;68.60;69.20;68.60;69.20;08/03/2024 17:35;CET;207;14250.20;69.20;08/03/2024
GROUPE JAJ;FR0004010338;GJAJ;Euronext Paris;EUR;1.34;1.34;1.34;1.34;08/03/2024 11:30;CET;8;10.72;1.34;08/03/2024
GROUPE PARTOUCHE;FR0012612646;PARP;Euronext Paris;EUR;21.70;21.70;21.60;21.60;08/03/2024 17:26;CET;210;4544.30;21.60;08/03/2024
GROUPE SFPI;FR0004155000;SFPI;Euronext Paris;EUR;1.904;1.912;1.898;1.904;08/03/2024 17:35;CET;14727;28028.13;1.904;08/03/2024
GT BIOPHARMA INC;US36254L2097;GTBP;Euronext Paris;EUR;9.35;9.35;9.35;9.35;24/12/2020 11:30;CET;12;116.05;9.35;08/03/2024
GTT;FR0011726835;GTT;Euronext Paris;EUR;146.40;147.10;143.00;143.00;08/03/2024 17:36;CET;105927;15253988.90;143.00;08/03/2024
GUERBET;FR0000032526;GBT;Euronext Paris;EUR;31.35;32.50;31.35;32.50;08/03/2024 17:35;CET;40208;1277274.90;32.50;08/03/2024
GUILLEMOT;FR0000066722;GUI;Euronext Paris;EUR;4.92;4.92;4.765;4.765;08/03/2024 17:35;CET;1909;9160.35;4.765;08/03/2024
HAULOTTE GROUP;FR0000066755;PIG;Euronext Paris;EUR;2.53;2.53;2.50;2.53;08/03/2024 17:35;CET;1565;3948.87;2.53;08/03/2024
HDF;FR0014003VY4;HDF;Euronext Paris;EUR;7.37;7.40;7.25;7.30;08/03/2024 17:07;CET;6076;44814.28;7.30;08/03/2024
HERMES INTL;FR0000052292;RMS;Euronext Paris;EUR;2313.50;2333.00;2308.00;2313.00;08/03/2024 17:35;CET;35192;81588887.00;2313.00;08/03/2024
HIGH CO;FR0000054231;HCO;Euronext Paris;EUR;2.82;2.82;2.77;2.78;08/03/2024 17:35;CET;79476;221452.63;2.78;08/03/2024
HOTELS DE PARIS;FR0004165801;HDP;Euronext Paris;EUR;2.98;3.10;2.98;3.10;08/03/2024 16:30;CET;1086;3260.28;3.10;08/03/2024
ICADE;FR0000035081;ICAD;Euronext Paris;EUR;25.80;26.46;25.40;26.46;08/03/2024 17:38;CET;184882;4851841.42;26.46;08/03/2024
ID LOGISTICS GROUP;FR0010929125;IDL;Euronext Paris;EUR;332.00;333.00;330.00;330.00;08/03/2024 17:35;CET;2879;952575.00;330.00;08/03/2024
IDI;FR0000051393;IDIP;Euronext Paris;EUR;68.20;68.40;67.80;67.80;08/03/2024 17:17;CET;705;48019.40;67.80;08/03/2024
IMERYS;FR0000120859;NK;Euronext Paris;EUR;30.72;30.88;30.52;30.66;08/03/2024 17:35;CET;36175;1109999.90;30.66;08/03/2024
IMMOB.DASSAULT;FR0000033243;IMDA;Euronext Paris;EUR;46.20;46.40;45.50;45.60;08/03/2024 17:35;CET;1316;60595.20;45.60;08/03/2024
INDLE FIN.ENTREPR.;FR0000066219;INFE;Euronext Paris;EUR;60.50;60.50;60.50;60.50;07/03/2024 11:30;CET;3;181.50;60.50;08/03/2024
INFOTEL;FR0000071797;INF;Euronext Paris;EUR;45.70;45.80;45.50;45.60;08/03/2024 17:35;CET;4140;188399.30;45.60;08/03/2024
INNATE PHARMA;FR0010331421;IPH;Euronext Paris;EUR;2.31;2.395;2.29;2.29;08/03/2024 17:35;CET;32046;74.552.685;2.29;08/03/2024
INTERPARFUMS;FR0004024222;ITP;Euronext Paris;EUR;52.00;53.50;52.00;53.50;08/03/2024 17:35;CET;31684;1678880.30;53.50;08/03/2024
INTEXA;FR0000064958;ITXT;Euronext Paris;EUR;2.60;2.60;2.60;2.60;05/03/2024 11:30;CET;10;26.00;2.60;08/03/2024
INVENTIVA;FR0013233012;IVA;Euronext Paris;EUR;3.35;3.44;3.22;3.405;08/03/2024 17:35;CET;62263;208268.69;3.405;08/03/2024
IPSEN;FR0010259150;IPN;Euronext Paris;EUR;103.90;104.90;103.30;103.70;08/03/2024 17:35;CET;47113;4896555.20;103.70;08/03/2024
IPSOS;FR0000073298;IPS;Euronext Paris;EUR;65.10;65.40;64.60;64.60;08/03/2024 17:35;CET;31897;2066681.65;64.60;08/03/2024
ITESOFT;FR0004026151;ITE;Euronext Paris;EUR;3.98;3.98;3.98;3.98;07/03/2024 10:59;CET;231;919.38;3.98;08/03/2024
JACQUES BOGART;FR0012872141;JBOG;Euronext Paris;EUR;6.46;6.46;6.30;6.46;08/03/2024 16:33;CET;240;1533.62;6.46;08/03/2024
JACQUET METALS;FR0000033904;JCQ;Euronext Paris;EUR;18.30;18.30;18.12;18.12;08/03/2024 17:35;CET;3301;59986.60;18.12;08/03/2024
JCDECAUX;FR0000077919;DEC;Euronext Paris;EUR;17.70;17.97;17.66;17.80;08/03/2024 17:35;CET;134409;2395811.40;17.80;08/03/2024
KAUFMAN ET BROAD;FR0004007813;KOF;Euronext Paris;EUR;26.95;26.95;26.45;26.80;08/03/2024 17:38;CET;9842;262971.65;26.80;08/03/2024
KERING;FR0000121485;KER;Euronext Paris;EUR;412.00;418.25;409.85;417.40;08/03/2024 17:38;CET;178750;74413827.20;417.40;08/03/2024
KLEPIERRE;FR0000121964;LI;Euronext Paris;EUR;23.55;23.90;23.36;23.74;08/03/2024 17:35;CET;401140;9504855.86;23.74;08/03/2024
L'OREAL;FR0000120321;OR;Euronext Paris;EUR;445.65;450.65;444.80;449.00;08/03/2024 17:35;CET;220303;98773164.20;449.00;08/03/2024
LACROIX GROUP;FR0000066607;LACR;Euronext Paris;EUR;25.70;25.70;24.80;25.10;08/03/2024 17:35;CET;1706;42718.20;25.10;08/03/2024
LAGARDERE SA;FR0000130213;MMB;Euronext Paris;EUR;21.15;21.15;20.70;20.70;08/03/2024 17:35;CET;27131;566863.55;20.70;08/03/2024
LATECOERE;FR001400JY13;LAT;Euronext Paris;EUR;0.014;0.0141;0.0136;0.0137;08/03/2024 17:35;CET;311689;43.077.201;0.0137;08/03/2024
LAURENT-PERRIER;FR0006864484;LPE;Euronext Paris;EUR;125.00;125.00;122.50;122.50;08/03/2024 17:35;CET;130;16015.00;122.50;08/03/2024
LDC;FR0013204336;LOUP;Euronext Paris;EUR;136.00;137.00;135.50;137.00;08/03/2024 17:35;CET;442;60310.00;137.00;08/03/2024
LECTRA;FR0000065484;LSS;Euronext Paris;EUR;31.30;31.50;30.90;31.35;08/03/2024 17:35;CET;9996;312309.55;31.35;08/03/2024
LECTRA NV24;FR001400MMI2;LSSNV;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;31.25;08/03/2024
LEGRAND;FR0010307819;LR;Euronext Paris;EUR;95.66;96.44;95.60;96.10;08/03/2024 17:37;CET;505559;48604722.52;96.10;08/03/2024
LHYFE;FR0014009YQ1;LHYFE;Euronext Paris;EUR;4.21;4.24;4.02;4.04;08/03/2024 17:35;CET;35567;147.294.245;4.04;08/03/2024
LINEDATA SERVICES;FR0004156297;LIN;Euronext Paris;EUR;74.00;74.00;72.20;74.00;08/03/2024 17:04;CET;124;9109.00;74.00;08/03/2024
LISI;FR0000050353;FII;Euronext Paris;EUR;23.90;24.10;23.80;24.00;08/03/2024 17:35;CET;29221;700127.30;24.00;08/03/2024
LNA SANTE;FR0004170017;LNA;Euronext Paris;EUR;23.00;23.60;23.00;23.00;08/03/2024 17:35;CET;4182;96786.40;23.00;08/03/2024
LUMIBIRD;FR0000038242;LBIRD;Euronext Paris;EUR;13.94;14.06;13.78;13.80;08/03/2024 17:35;CET;9153;127555.38;13.80;08/03/2024
LVMH;FR0000121014;MC;Euronext Paris;EUR;840.00;850.50;838.30;844.90;08/03/2024 17:35;CET;228912;193347279.60;844.90;08/03/2024
M.R.M;FR00140085W6;MRM;Euronext Paris;EUR;18.20;18.20;18.20;18.20;08/03/2024 16:43;CET;547;9955.40;18.20;08/03/2024
MAAT PHARMA;FR0012634822;MAAT;Euronext Paris;EUR;8.70;8.70;8.20;8.20;08/03/2024 17:03;CET;1386;11629.58;8.20;08/03/2024
MAISONS DU MONDE;FR0013153541;MDM;Euronext Paris;EUR;4.088;4.132;3.978;4.108;08/03/2024 17:35;CET;47275;192.187.894;4.108;08/03/2024
MALTERIES FCO-BEL.;FR0000030074;MALT;Euronext Paris;EUR;630.00;635.00;630.00;635.00;08/03/2024 17:26;CET;38;23955.00;635.00;08/03/2024
MANITOU BF;FR0000038606;MTU;Euronext Paris;EUR;23.75;23.75;22.95;22.95;08/03/2024 17:35;CET;20385;472791.50;22.95;08/03/2024
MAROC TELECOM;MA0000011488;IAM;Euronext Paris;EUR;9.15;9.20;9.15;9.20;08/03/2024 17:27;CET;21;193.15;9.20;08/03/2024
MAUREL ET PROM;FR0000051070;MAU;Euronext Paris;EUR;5.29;5.365;5.25;5.28;08/03/2024 17:35;CET;188925;998412.17;5.28;08/03/2024
MBWS;FR0000060873;MBWS;Euronext Paris;EUR;3.08;3.09;3.04;3.09;08/03/2024 17:29;CET;4180;12881.31;3.09;08/03/2024
